year,quarter,gouvernorat,gender,education,metric,unit,value,source,is_post_revolution,is_covid_period,is_recent,gender_encoded,education_encoded,is_national,metric_encoded,is_augmented,quarter_num,value_normalized
2012,troisième-trimestre 2012,Manouba,total,all,count_thousands,count,38.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0473
2012,quatrième-trimestre 2012,Manouba,total,all,count_thousands,count,38.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0477
2013,première-trimestre 2013,Manouba,total,all,count_thousands,count,27.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.033
2013,deuxième-trimestre 2013,Manouba,total,all,count_thousands,count,27.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0326
2013,troisième-trimestre 2013,Manouba,total,all,count_thousands,count,26.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0321
2013,quatrième-trimestre 2013,Manouba,total,all,count_thousands,count,26.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0321
2014,première-trimestre 2014,Manouba,total,all,count_thousands,count,25.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0306
2014,deuxième-trimestre 2014,Manouba,total,all,count_thousands,count,25.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.03
2014,troisième-trimestre 2014,Manouba,total,all,count_thousands,count,24.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0295
2014,quatrième-trimestre 2014,Manouba,total,all,count_thousands,count,24.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0291
2015,première-trimestre 2015,Manouba,total,all,count_thousands,count,33.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0413
2015,deuxième-trimestre 2015,Manouba,total,all,count_thousands,count,33.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0404
2015,troisième-trimestre 2015,Manouba,total,all,count_thousands,count,32.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0392
2015,quatrième-trimestre 2015,Manouba,total,all,count_thousands,count,32.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0395
2016,première-trimestre 2016,Manouba,total,all,count_thousands,count,33.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0412
2016,deuxième-trimestre 2016,Manouba,total,all,count_thousands,count,32.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.04
2016,troisième-trimestre 2016,Manouba,total,all,count_thousands,count,32.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0399
2016,quatrième-trimestre 2016,Manouba,total,all,count_thousands,count,33.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0403
2007,première-trimestre 2007,Mahdia,total,all,count_thousands,count,19.3,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0226
2007,deuxième-trimestre 2007,Mahdia,total,all,count_thousands,count,18.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.022
2007,troisième-trimestre 2007,Mahdia,total,all,count_thousands,count,18.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.022
2007,quatrième-trimestre 2007,Mahdia,total,all,count_thousands,count,18.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.022
2008,première-trimestre 2008,Mahdia,total,all,count_thousands,count,16.3,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0188
2008,deuxième-trimestre 2008,Mahdia,total,all,count_thousands,count,16.2,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0187
2008,troisième-trimestre 2008,Mahdia,total,all,count_thousands,count,15.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0179
2008,quatrième-trimestre 2008,Mahdia,total,all,count_thousands,count,15.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0182
2009,première-trimestre 2009,Mahdia,total,all,count_thousands,count,19.3,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0226
2009,deuxième-trimestre 2009,Mahdia,total,all,count_thousands,count,19.3,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0226
2009,troisième-trimestre 2009,Mahdia,total,all,count_thousands,count,19.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0222
2009,quatrième-trimestre 2009,Mahdia,total,all,count_thousands,count,18.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0217
2010,première-trimestre 2010,Mahdia,total,all,count_thousands,count,15.2,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0174
2010,deuxième-trimestre 2010,Mahdia,total,all,count_thousands,count,15.1,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0173
2010,troisième-trimestre 2010,Mahdia,total,all,count_thousands,count,14.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0167
2010,quatrième-trimestre 2010,Mahdia,total,all,count_thousands,count,14.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0169
2012,première-trimestre 2012,Mahdia,total,all,count_thousands,count,25.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0306
2012,deuxième-trimestre 2012,Mahdia,total,all,count_thousands,count,24.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0294
2012,troisième-trimestre 2012,Mahdia,total,all,count_thousands,count,24.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0294
2012,quatrième-trimestre 2012,Mahdia,total,all,count_thousands,count,24.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0293
2013,première-trimestre 2013,Mahdia,total,all,count_thousands,count,21.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0252
2013,deuxième-trimestre 2013,Mahdia,total,all,count_thousands,count,21.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0251
2013,troisième-trimestre 2013,Mahdia,total,all,count_thousands,count,20.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0242
2013,quatrième-trimestre 2013,Mahdia,total,all,count_thousands,count,20.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0245
2014,première-trimestre 2014,Mahdia,total,all,count_thousands,count,15.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0175
2014,deuxième-trimestre 2014,Mahdia,total,all,count_thousands,count,15.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0171
2014,troisième-trimestre 2014,Mahdia,total,all,count_thousands,count,14.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.017
2014,quatrième-trimestre 2014,Mahdia,total,all,count_thousands,count,14.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0169
2015,première-trimestre 2015,Mahdia,total,all,count_thousands,count,16.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0189
2015,deuxième-trimestre 2015,Mahdia,total,all,count_thousands,count,16.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0185
2015,troisième-trimestre 2015,Mahdia,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.018
2015,quatrième-trimestre 2015,Mahdia,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.018
2016,première-trimestre 2016,Mahdia,total,all,count_thousands,count,18.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0212
2016,deuxième-trimestre 2016,Mahdia,total,all,count_thousands,count,17.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0208
2016,troisième-trimestre 2016,Mahdia,total,all,count_thousands,count,18.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0212
2016,quatrième-trimestre 2016,Mahdia,total,all,count_thousands,count,17.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0208
2007,première-trimestre 2007,Medenine,total,all,count_thousands,count,17.2,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0199
2007,deuxième-trimestre 2007,Medenine,total,all,count_thousands,count,16.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0194
2007,troisième-trimestre 2007,Medenine,total,all,count_thousands,count,16.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0194
2007,quatrième-trimestre 2007,Medenine,total,all,count_thousands,count,16.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0194
2008,première-trimestre 2008,Medenine,total,all,count_thousands,count,16.4,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0189
2008,deuxième-trimestre 2008,Medenine,total,all,count_thousands,count,16.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0184
2008,troisième-trimestre 2008,Medenine,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.018
2008,quatrième-trimestre 2008,Medenine,total,all,count_thousands,count,15.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0182
2009,première-trimestre 2009,Medenine,total,all,count_thousands,count,16.3,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0188
2009,deuxième-trimestre 2009,Medenine,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.018
2009,troisième-trimestre 2009,Medenine,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.018
2009,quatrième-trimestre 2009,Medenine,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.018
2010,première-trimestre 2010,Medenine,total,all,count_thousands,count,19.4,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0228
2010,deuxième-trimestre 2010,Medenine,total,all,count_thousands,count,19.5,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0229
2010,troisième-trimestre 2010,Medenine,total,all,count_thousands,count,18.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.022
2010,quatrième-trimestre 2010,Medenine,total,all,count_thousands,count,18.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0219
2012,première-trimestre 2012,Medenine,total,all,count_thousands,count,31.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0386
2012,deuxième-trimestre 2012,Medenine,total,all,count_thousands,count,31.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0377
2012,troisième-trimestre 2012,Medenine,total,all,count_thousands,count,30.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0371
2012,quatrième-trimestre 2012,Medenine,total,all,count_thousands,count,30.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0372
2013,première-trimestre 2013,Medenine,total,all,count_thousands,count,33.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0404
2013,deuxième-trimestre 2013,Medenine,total,all,count_thousands,count,31.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0385
2013,troisième-trimestre 2013,Medenine,total,all,count_thousands,count,31.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0384
2013,quatrième-trimestre 2013,Medenine,total,all,count_thousands,count,31.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.038
2014,première-trimestre 2014,Medenine,total,all,count_thousands,count,22.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0267
2014,deuxième-trimestre 2014,Medenine,total,all,count_thousands,count,21.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0258
2014,troisième-trimestre 2014,Medenine,total,all,count_thousands,count,21.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0256
2014,quatrième-trimestre 2014,Medenine,total,all,count_thousands,count,21.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0256
2015,première-trimestre 2015,Medenine,total,all,count_thousands,count,30.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0373
2015,deuxième-trimestre 2015,Medenine,total,all,count_thousands,count,30.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0366
2015,troisième-trimestre 2015,Medenine,total,all,count_thousands,count,29.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0354
2015,quatrième-trimestre 2015,Medenine,total,all,count_thousands,count,29.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0358
2016,première-trimestre 2016,Medenine,total,all,count_thousands,count,33.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0408
2016,deuxième-trimestre 2016,Medenine,total,all,count_thousands,count,32.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0398
2016,troisième-trimestre 2016,Medenine,total,all,count_thousands,count,32.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0394
2016,quatrième-trimestre 2016,Medenine,total,all,count_thousands,count,32.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0394
2007,première-trimestre 2007,Kairouan,total,all,count_thousands,count,16.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0192
2007,deuxième-trimestre 2007,Kairouan,total,all,count_thousands,count,16.1,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0185
2007,troisième-trimestre 2007,Kairouan,total,all,count_thousands,count,15.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0179
2007,quatrième-trimestre 2007,Kairouan,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.018
2008,première-trimestre 2008,Kairouan,total,all,count_thousands,count,14.4,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0164
2008,deuxième-trimestre 2008,Kairouan,total,all,count_thousands,count,14.2,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0161
2008,troisième-trimestre 2008,Kairouan,total,all,count_thousands,count,13.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0153
2008,quatrième-trimestre 2008,Kairouan,total,all,count_thousands,count,13.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0153
2009,première-trimestre 2009,Kairouan,total,all,count_thousands,count,18.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0217
2009,deuxième-trimestre 2009,Kairouan,total,all,count_thousands,count,18.1,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0211
2009,troisième-trimestre 2009,Kairouan,total,all,count_thousands,count,17.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0205
2009,quatrième-trimestre 2009,Kairouan,total,all,count_thousands,count,17.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0207
2010,première-trimestre 2010,Kairouan,total,all,count_thousands,count,19.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0222
2010,deuxième-trimestre 2010,Kairouan,total,all,count_thousands,count,19.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0222
2010,troisième-trimestre 2010,Kairouan,total,all,count_thousands,count,18.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.022
2010,quatrième-trimestre 2010,Kairouan,total,all,count_thousands,count,18.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0221
2012,première-trimestre 2012,Kairouan,total,all,count_thousands,count,28.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0341
2012,deuxième-trimestre 2012,Kairouan,total,all,count_thousands,count,28.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0338
2012,troisième-trimestre 2012,Kairouan,total,all,count_thousands,count,27.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.033
2012,quatrième-trimestre 2012,Kairouan,total,all,count_thousands,count,27.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0332
2013,première-trimestre 2013,Kairouan,total,all,count_thousands,count,34.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0419
2013,deuxième-trimestre 2013,Kairouan,total,all,count_thousands,count,33.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0413
2013,troisième-trimestre 2013,Kairouan,total,all,count_thousands,count,33.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0404
2013,quatrième-trimestre 2013,Kairouan,total,all,count_thousands,count,33.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.041
2014,première-trimestre 2014,Kairouan,total,all,count_thousands,count,27.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0334
2014,deuxième-trimestre 2014,Kairouan,total,all,count_thousands,count,26.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0323
2014,troisième-trimestre 2014,Kairouan,total,all,count_thousands,count,26.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.032
2014,quatrième-trimestre 2014,Kairouan,total,all,count_thousands,count,26.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0316
2015,première-trimestre 2015,Kairouan,total,all,count_thousands,count,29.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0357
2015,deuxième-trimestre 2015,Kairouan,total,all,count_thousands,count,29.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.035
2015,troisième-trimestre 2015,Kairouan,total,all,count_thousands,count,29.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0353
2015,quatrième-trimestre 2015,Kairouan,total,all,count_thousands,count,28.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0341
2016,première-trimestre 2016,Kairouan,total,all,count_thousands,count,27.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0336
2016,deuxième-trimestre 2016,Kairouan,total,all,count_thousands,count,27.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0327
2016,troisième-trimestre 2016,Kairouan,total,all,count_thousands,count,26.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0321
2016,quatrième-trimestre 2016,Kairouan,total,all,count_thousands,count,27.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0325
2007,première-trimestre 2007,Monastir,total,all,count_thousands,count,16.4,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0189
2007,deuxième-trimestre 2007,Monastir,total,all,count_thousands,count,16.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0184
2007,troisième-trimestre 2007,Monastir,total,all,count_thousands,count,15.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0182
2007,quatrième-trimestre 2007,Monastir,total,all,count_thousands,count,15.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0183
2008,première-trimestre 2008,Monastir,total,all,count_thousands,count,16.5,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.019
2008,deuxième-trimestre 2008,Monastir,total,all,count_thousands,count,15.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0183
2008,troisième-trimestre 2008,Monastir,total,all,count_thousands,count,15.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0179
2008,quatrième-trimestre 2008,Monastir,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.018
2009,première-trimestre 2009,Monastir,total,all,count_thousands,count,17.2,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0199
2009,deuxième-trimestre 2009,Monastir,total,all,count_thousands,count,17.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0197
2009,troisième-trimestre 2009,Monastir,total,all,count_thousands,count,16.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0196
2009,quatrième-trimestre 2009,Monastir,total,all,count_thousands,count,16.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0193
2010,première-trimestre 2010,Monastir,total,all,count_thousands,count,11.2,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0123
2010,deuxième-trimestre 2010,Monastir,total,all,count_thousands,count,11.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.012
2010,troisième-trimestre 2010,Monastir,total,all,count_thousands,count,10.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0119
2010,quatrième-trimestre 2010,Monastir,total,all,count_thousands,count,10.6,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0115
2012,première-trimestre 2012,Monastir,total,all,count_thousands,count,11.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0123
2012,deuxième-trimestre 2012,Monastir,total,all,count_thousands,count,11.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.012
2012,troisième-trimestre 2012,Monastir,total,all,count_thousands,count,10.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0119
2012,quatrième-trimestre 2012,Monastir,total,all,count_thousands,count,10.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0118
2013,première-trimestre 2013,Monastir,total,all,count_thousands,count,16.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0185
2013,deuxième-trimestre 2013,Monastir,total,all,count_thousands,count,16.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0185
2013,troisième-trimestre 2013,Monastir,total,all,count_thousands,count,15.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.018
2013,quatrième-trimestre 2013,Monastir,total,all,count_thousands,count,15.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0179
2014,première-trimestre 2014,Monastir,total,all,count_thousands,count,19.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0226
2014,deuxième-trimestre 2014,Monastir,total,all,count_thousands,count,19.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0222
2014,troisième-trimestre 2014,Monastir,total,all,count_thousands,count,18.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0217
2014,quatrième-trimestre 2014,Monastir,total,all,count_thousands,count,18.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0215
2015,première-trimestre 2015,Monastir,total,all,count_thousands,count,13.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0151
2015,deuxième-trimestre 2015,Monastir,total,all,count_thousands,count,13.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0147
2015,troisième-trimestre 2015,Monastir,total,all,count_thousands,count,12.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0144
2015,quatrième-trimestre 2015,Monastir,total,all,count_thousands,count,12.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0142
2016,première-trimestre 2016,Monastir,total,all,count_thousands,count,15.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0175
2016,deuxième-trimestre 2016,Monastir,total,all,count_thousands,count,15.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0171
2016,troisième-trimestre 2016,Monastir,total,all,count_thousands,count,14.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0169
2016,quatrième-trimestre 2016,Monastir,total,all,count_thousands,count,14.9,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.017
2007,première-trimestre 2007,Gab�s,total,all,count_thousands,count,16.2,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0187
2007,deuxième-trimestre 2007,Gab�s,total,all,count_thousands,count,16.0,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0184
2007,troisième-trimestre 2007,Gab�s,total,all,count_thousands,count,15.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0182
2007,quatrième-trimestre 2007,Gab�s,total,all,count_thousands,count,15.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0183
2008,première-trimestre 2008,Gab�s,total,all,count_thousands,count,16.4,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0189
2008,deuxième-trimestre 2008,Gab�s,total,all,count_thousands,count,16.1,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0185
2008,troisième-trimestre 2008,Gab�s,total,all,count_thousands,count,15.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0182
2008,quatrième-trimestre 2008,Gab�s,total,all,count_thousands,count,15.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0183
2009,première-trimestre 2009,Gab�s,total,all,count_thousands,count,19.4,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0228
2009,deuxième-trimestre 2009,Gab�s,total,all,count_thousands,count,18.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0221
2009,troisième-trimestre 2009,Gab�s,total,all,count_thousands,count,18.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0221
2009,quatrième-trimestre 2009,Gab�s,total,all,count_thousands,count,18.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.022
2010,première-trimestre 2010,Gab�s,total,all,count_thousands,count,20.3,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,1,0.0239
2010,deuxième-trimestre 2010,Gab�s,total,all,count_thousands,count,19.9,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,2,0.0234
2010,troisième-trimestre 2010,Gab�s,total,all,count_thousands,count,19.7,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,3,0.0231
2010,quatrième-trimestre 2010,Gab�s,total,all,count_thousands,count,19.8,regional_quarterly_synthetic,0,0,0,0,0,0,0,1,4,0.0233
2012,première-trimestre 2012,Gab�s,total,all,count_thousands,count,28.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0345
2012,deuxième-trimestre 2012,Gab�s,total,all,count_thousands,count,28.1,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0339
2012,troisième-trimestre 2012,Gab�s,total,all,count_thousands,count,28.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0338
2012,quatrième-trimestre 2012,Gab�s,total,all,count_thousands,count,27.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0335
2013,première-trimestre 2013,Gab�s,total,all,count_thousands,count,26.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.032
2013,deuxième-trimestre 2013,Gab�s,total,all,count_thousands,count,26.2,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0315
2013,troisième-trimestre 2013,Gab�s,total,all,count_thousands,count,25.4,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0304
2013,quatrième-trimestre 2013,Gab�s,total,all,count_thousands,count,25.7,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0308
2014,première-trimestre 2014,Gab�s,total,all,count_thousands,count,22.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0271
2014,deuxième-trimestre 2014,Gab�s,total,all,count_thousands,count,22.0,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0261
2014,troisième-trimestre 2014,Gab�s,total,all,count_thousands,count,21.5,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,3,0.0254
2014,quatrième-trimestre 2014,Gab�s,total,all,count_thousands,count,21.6,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,4,0.0256
2015,première-trimestre 2015,Gab�s,total,all,count_thousands,count,29.3,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,1,0.0354
2015,deuxième-trimestre 2015,Gab�s,total,all,count_thousands,count,28.8,regional_quarterly_synthetic,1,0,0,0,0,0,0,1,2,0.0348
